date,aqi,hotspot_count,hotspot_count_high,total_frp,mean_frp,max_frp,product,frp_lag1,count_lag1,frp_lag2,count_lag2,frp_lag3,count_lag3,frp_roll3,frp_roll7,aqi_roll3,aqi_roll7,log_frp,log_count,frp_cumsum,aqi_delta,frp_delta,frp_norm,frp_z,aqi_z,fire_cat
2025-11-02,170.5625,442,0,2881.18,6.52,48.01,VIIRS_SNPP_SP,2397.44,417.0,3083.36,664.0,2293.47,397.0,2787.3266666666664,2012.1171428571429,171.52083333333334,168.70238095238096,7.966302231236476,6.093569770045136,38457.44,0.7708333333333428,483.7399999999998,0.9344286752114576,2.884453377059493,0.18068814505297293,High
2025-11-03,172.22916666666666,326,0,1612.39,4.95,24.33,VIIRS_SNPP_SP,2881.18,442.0,2397.44,417.0,3083.36,664.0,2297.0033333333336,2125.5157142857142,170.8611111111111,169.07142857142858,7.386092834392678,5.7899601708972535,40069.83,1.6666666666666572,-1268.7899999999997,0.5229327746354626,1.294454773955976,0.2233800278775348,Moderate
2025-11-04,164.5,448,0,2891.57,6.45,50.58,VIIRS_SNPP_SP,1612.39,326.0,2881.18,442.0,2397.44,417.0,2461.7133333333336,2441.4271428571424,169.09722222222223,169.67857142857142,7.969900659293587,6.1070228877422545,42961.4,-7.729166666666657,1279.18,0.937798375797831,2.8974737235993033,0.025396421278628234,High
2025-11-05,159.35416666666666,543,0,2482.46,4.57,71.94,VIIRS_SNPP_SP,2891.57,448.0,1612.39,326.0,2881.18,442.0,2328.806666666667,2520.2671428571425,165.3611111111111,168.7202380952381,7.817408028116107,6.298949246855942,45443.86,-5.145833333333343,-409.1100000000001,0.8051151990036842,2.3847928792391806,-0.10641476694220754,High
2025-11-06,166.6875,383,0,1970.49,5.14,80.73,VIIRS_SNPP_SP,2482.46,543.0,2891.57,448.0,1612.39,326.0,2448.1733333333336,2474.1271428571426,163.51388888888889,168.19047619047618,7.586544881024828,5.950642552587727,47414.35,7.333333333333343,-511.97,0.6390723107259613,1.7432118572963,0.08142951748586601,Moderate
2025-11-07,153.89583333333334,303,0,1760.02,5.81,62.19,VIIRS_SNPP_SP,1970.49,383.0,2482.46,543.0,2891.57,448.0,2070.9900000000002,2285.078571428571,159.97916666666666,165.28869047619045,7.473648465615132,5.717027701406222,49174.369999999995,-12.791666666666657,-210.47000000000003,0.5708123605417467,1.4794589856664813,-0.246230683192648,Moderate
2025-11-08,142.39583333333334,421,0,2425.85,5.76,28.34,VIIRS_SNPP_SP,1760.02,303.0,1970.49,383.0,2482.46,543.0,2052.12,2289.137142857143,154.3263888888889,161.375,7.794349399119455,6.045005314036012,51600.219999999994,-11.5,665.8299999999999,0.7867553577915001,2.31385141459831,-0.5408046746821266,High
2025-11-09,155.10416666666666,539,0,2887.37,5.36,68.43,VIIRS_SNPP_SP,2425.85,421.0,1760.02,303.0,1970.49,383.0,2357.7466666666664,2290.0214285714283,150.4652777777778,159.16666666666669,7.968447608150009,6.29156913955832,54487.59,12.708333333333314,461.52,0.9364362254164288,2.8922104458834994,-0.21527906814484093,High
2025-11-10,161.77083333333334,471,0,2058.56,4.37,51.78,VIIRS_SNPP_SP,2887.37,539.0,2425.85,421.0,1760.02,303.0,2457.2599999999998,2353.7599999999998,153.0902777777778,157.67261904761907,7.630247646736548,6.156978985585555,56546.149999999994,6.666666666666686,-828.81,0.6676353069378859,1.8535777783512628,-0.04451153684659199,High
2025-11-11,173.1875,401,0,1866.55,4.65,32.03,VIIRS_SNPP_SP,2058.56,471.0,2887.37,539.0,2425.85,421.0,2270.8266666666664,2207.328571428571,163.35416666666666,158.9136904761905,7.532382690410275,5.996452088619021,58412.7,11.416666666666657,-192.01,0.605362332001453,1.6129582654437635,0.24792786050165827,Moderate
2025-11-12,172.0625,12,0,17.32,1.44,3.3,VIIRS_SNPP_SP,1866.55,401.0,2058.56,471.0,2887.37,539.0,1314.1433333333332,1855.1657142857143,169.00694444444446,160.72916666666666,2.9079933592459843,2.5649493574615367,58430.02,-1.125,-1849.23,0.005617248715686783,-0.704425317983847,0.21911083959507885,Low
2025-11-13,180.39583333333334,203,0,1135.37,5.59,37.86,VIIRS_SNPP_SP,17.32,12.0,1866.55,401.0,2058.56,471.0,1006.4133333333333,1735.862857142857,175.21527777777774,162.6875,7.035594250476342,5.318119993844216,59565.39,8.333333333333343,1118.05,0.36822492346012137,0.6966717415767483,0.43257025371788965,Moderate
2025-11-14,175.45833333333334,191,0,1341.5,7.02,77.88,VIIRS_SNPP_SP,1135.37,203.0,17.32,12.0,1866.55,401.0,831.3966666666665,1676.0742857142857,175.9722222222222,165.76785714285714,7.20228882638302,5.2574953720277815,60906.89,-4.9375,206.1300000000001,0.4350773182502205,0.9549858929002362,0.3060955508501244,Moderate
2025-11-15,168.77083333333334,248,0,1580.32,6.37,61.59,VIIRS_SNPP_SP,1341.5,191.0,1135.37,203.0,17.32,12.0,1352.3966666666665,1555.2842857142857,174.875,169.53571428571428,7.3660152202707,5.517452896464707,62487.21,-6.6875,238.81999999999994,0.5125317835088994,1.2542658891117306,0.1347943710165689,Moderate
2025-11-16,163.6875,318,0,1199.17,3.77,42.42,VIIRS_SNPP_SP,1580.32,248.0,1341.5,191.0,1135.37,203.0,1373.6633333333332,1314.112857142857,169.30555555555557,170.76190476190476,7.090218492408984,5.765191102784844,63686.38,-5.083333333333343,-381.14999999999986,0.3889166363966582,0.7766234364025308,0.004584128401654203,Moderate
